10 174
3100 1
3470 1
2730 1
3020 2
3580 1
3070 2
3430 1
3260 1
2930 1
3180 1
3200 1
1320 2
2370 1
2990 1
1830 2
2640 1
2630 2
1170 7
460 10
3000 1
1390 2
2270 2
1950 3
1430 3
700 5
1240 4
1220 1
2170 7
2690 1
440 11
480 12
2120 1
630 6
2200 2
1100 2
690 8
430 10
390 18
740 4
950 4
500 5
710 11
330 24
510 7
730 10
1150 3
450 18
360 13
490 14
410 17
1160 6
400 15
1750 1
600 13
1530 1
350 16
380 12
290 31
320 22
310 21
300 16
420 7
270 28
340 18
280 18
180 36
370 16
230 27
200 19
530 5
250 19
260 20
220 29
160 31
210 32
130 33
140 27
40 64
110 34
170 26
90 40
30 62
80 38
60 58
190 27
240 24
150 25
100 42
50 47
120 28
70 46
20 97
4270 1
4240 1
4300 1
3640 1
3460 1
3390 1
3990 1
2000 2
4020 2
4120 1
1940 1
3610 2
3410 1
3320 1
2950 2
2380 3
1890 1
3660 1
470 7
2390 2
3400 2
2580 1
1860 1
3530 1
1230 2
3150 1
1010 3
3690 1
3820 1
940 4
970 7
3680 1
2190 2
3170 1
2920 1
1710 2
2230 4
550 6
3040 2
2510 1
1130 1
1460 4
2070 3
1090 1
520 8
650 5
2650 1
1080 2
870 4
820 8
1330 3
2820 1
720 7
3300 1
2150 3
1500 3
790 6
1300 1
3490 1
540 11
2460 2
560 10
3500 1
3130 2
770 9
2020 1
580 6
750 9
2430 2
1600 2
1110 3
2700 1
3350 1
620 2
830 3
2590 1
1660 2
570 9
1810 1
2030 1
2880 1
1550 2
610 8
1190 2
660 10
1540 2
2140 1
990 1
670 6
2320 3
1440 1
2850 1
2500 1
890 3
1450 4
2080 2
1210 5
880 4
1580 1
1990 2
910 5
1610 4
1040 5
2160 3
1030 1
590 11
1070 1
1560 1
840 1
640 7
850 4
960 5
1290 3
1960 1
920 2
860 2
800 5
1120 1
930 1
1410 3
1200 1
900 2
1250 1
810 3
680 5
760 7
2570 1
2520 1
2450 1
2470 1
2550 1
2300 1
2090 1
2260 1
2410 1
1980 2
2310 2
2210 1
1780 1
2330 1
2130 1
1720 3
1640 1
1700 3
1760 2
1740 1
1840 2
1800 1
1730 1
1340 2
1480 1
1370 2
1490 3
1520 1
1310 3
1400 2
1060 2
0 1
1930 1
1570 1
1630 1
1690 1
1270 2
1360 1
1510 2
1000 1
1820 1
2050 1
2010 1
1880 1
1670 1
