8 51
5 84
2 117
1 231
3 93
15 33
19 38
12 42
17 39
16 31
11 46
9 50
7 59
4 80
6 59
55 14
13 42
24 21
29 22
10 41
21 19
92 11
88 12
80 12
23 27
26 29
91 7
90 8
30 20
42 24
35 20
25 23
44 12
188 3
31 14
322 2
290 2
57 13
61 11
105 6
258 2
176 1
795 1
1195 1
1259 1
586 1
1536 1
946 1
1607 1
621 1
335 1
163 2
642 1
268 1
579 1
230 1
148 6
1361 1
417 1
226 1
713 3
649 1
1109 2
500 1
938 1
133 6
333 1
261 1
892 1
320 2
708 1
397 1
324 1
548 1
244 1
150 2
97 8
440 1
661 1
238 2
1002 1
122 5
171 1
426 1
511 1
99 7
369 2
1119 1
266 1
597 1
139 1
608 1
1145 1
255 1
969 1
1402 1
792 1
143 3
927 1
67 14
75 14
538 1
543 1
1348 1
841 1
660 1
625 1
84 5
135 2
114 4
776 1
43 11
968 1
117 4
832 1
107 5
101 2
131 2
1379 1
18 33
406 1
147 2
273 5
540 1
313 2
77 11
802 1
253 1
115 3
899 1
73 16
213 3
93 8
86 11
94 6
116 3
541 1
970 1
356 1
722 1
1004 1
265 3
95 6
633 1
730 1
106 7
556 1
276 1
81 2
104 7
756 1
64 16
142 3
89 8
124 4
498 1
83 11
66 18
128 3
87 8
74 13
200 1
430 1
861 2
1103 1
127 2
79 14
59 11
129 1
130 1
62 8
487 1
125 5
78 6
269 1
60 12
54 15
384 1
70 16
82 7
103 8
49 11
96 5
53 13
108 1
110 1
102 6
159 3
132 5
22 28
113 5
71 7
222 1
50 16
85 5
72 10
146 4
36 21
378 2
63 14
111 6
76 12
68 9
455 1
47 17
134 1
34 20
109 3
39 21
46 19
164 1
51 16
56 20
37 16
33 23
69 8
65 11
40 13
58 6
20 24
45 16
41 10
27 18
52 16
28 28
98 5
38 13
48 15
14 36
32 19
209 1
246 2
435 1
194 1
206 2
212 2
149 4
507 1
241 2
112 1
630 1
144 1
515 1
182 1
875 1
189 2
185 1
208 2
173 1
118 2
123 1
239 2
301 1
572 1
204 3
300 1
285 1
785 1
245 1
126 1
240 1
525 1
383 1
186 2
1390 1
119 1
154 1
162 1
165 3
153 2
145 2
205 1
298 1
275 1
277 2
247 3
259 1
256 1
249 2
224 1
211 2
236 2
232 1
260 1
214 2
221 1
252 1
199 2
203 1
225 1
202 2
192 1
196 3
190 3
223 1
215 1
178 1
197 3
183 2
218 1
195 1
193 1
161 1
175 2
172 2
207 1
187 2
168 1
151 5
191 1
157 2
100 2
152 2
136 2
167 1
155 1
121 1
