80 51
50 84
20 117
10 231
30 93
150 33
190 38
120 42
170 39
160 31
110 46
90 50
70 59
40 80
60 59
550 14
130 42
240 21
290 22
100 41
210 19
920 11
880 12
800 12
230 27
260 29
910 7
900 8
300 20
420 24
350 20
250 23
440 12
1880 3
310 14
3220 2
2900 2
570 13
610 11
1050 6
2580 2
1760 1
7950 1
11950 1
12590 1
5860 1
15360 1
9460 1
16070 1
6210 1
3350 1
1630 2
6420 1
2680 1
5790 1
2300 1
1480 6
13610 1
4170 1
2260 1
7130 3
6490 1
11090 2
5000 1
9380 1
1330 6
3330 1
2610 1
8920 1
3200 2
7080 1
3970 1
3240 1
5480 1
2440 1
1500 2
970 8
4400 1
6610 1
2380 2
10020 1
1220 5
1710 1
4260 1
5110 1
990 7
3690 2
11190 1
2660 1
5970 1
1390 1
6080 1
11450 1
2550 1
9690 1
14020 1
7920 1
1430 3
9270 1
670 14
750 14
5380 1
5430 1
13480 1
8410 1
6600 1
6250 1
840 5
1350 2
1140 4
7760 1
430 11
9680 1
1170 4
8320 1
1070 5
1010 2
1310 2
13790 1
180 33
4060 1
1470 2
2730 5
5400 1
3130 2
770 11
8020 1
2530 1
1150 3
8990 1
730 16
2130 3
930 8
860 11
940 6
1160 3
5410 1
9700 1
3560 1
7220 1
10040 1
2650 3
950 6
6330 1
7300 1
1060 7
5560 1
2760 1
810 2
1040 7
7560 1
640 16
1420 3
890 8
1240 4
4980 1
830 11
660 18
1280 3
870 8
740 13
2000 1
4300 1
8610 2
11030 1
1270 2
790 14
590 11
1290 1
1300 1
620 8
4870 1
1250 5
780 6
2690 1
600 12
540 15
3840 1
700 16
820 7
1030 8
490 11
960 5
530 13
1080 1
1100 1
1020 6
1590 3
1320 5
220 28
1130 5
710 7
2220 1
500 16
850 5
720 10
1460 4
360 21
3780 2
630 14
1110 6
760 12
680 9
4550 1
470 17
1340 1
340 20
1090 3
390 21
460 19
1640 1
510 16
560 20
370 16
330 23
690 8
650 11
400 13
580 6
200 24
450 16
410 10
270 18
520 16
280 28
980 5
380 13
480 15
140 36
320 19
2090 1
2460 2
4350 1
1940 1
2060 2
2120 2
1490 4
5070 1
2410 2
1120 1
6300 1
1440 1
5150 1
1820 1
8750 1
1890 2
1850 1
2080 2
1730 1
1180 2
1230 1
2390 2
3010 1
5720 1
2040 3
3000 1
2850 1
7850 1
2450 1
1260 1
2400 1
5250 1
3830 1
1860 2
13900 1
1190 1
1540 1
1620 1
1650 3
1530 2
1450 2
2050 1
2980 1
2750 1
2770 2
2470 3
2590 1
2560 1
2490 2
2240 1
2110 2
2360 2
2320 1
2600 1
2140 2
2210 1
2520 1
1990 2
2030 1
2250 1
2020 2
1920 1
1960 3
1900 3
2230 1
2150 1
1780 1
1970 3
1830 2
2180 1
1950 1
1930 1
1610 1
1750 2
1720 2
2070 1
1870 2
1680 1
1510 5
1910 1
1570 2
1000 2
1520 2
1360 2
1670 1
1550 1
1210 1
