10 9.741899
20 11.4569
30 9.790401
40 13.6505
50 15.1895
60 11.7326
70 13.408
80 7.7388
90 15.8955
100 25.5644
110 16.8281
120 20.4029
130 36.9213
140 31.6252
150 10.1054
160 19.3884
170 20.6367
180 100
190 16.6899
200 34.8885
210 16.1579
220 100
230 91.1437
240 25.4267
250 34.7535
260 38.821
270 33.7314
280 27.8665
290 22.6263
300 97.6229
310 100
320 15.5911
330 28.4388
340 72.4458
350 41.5193
360 100
370 37.8244
380 47.0081
390 61.8777
400 45.0727
410 27.9658
420 47.2183
430 100
440 27.2104
450 24.504
460 48.9068
470 100
480 37.8126
490 69.5839
500 100
510 100
520 20.5075
530 56.2628
540 100
550 11.3825
560 75.2643
570 100
580 30.6056
590 79.6792
600 100
610 100
620 100
630 100
640 100
650 36.4464
660 100
670 100
680 76.464
690 23.2724
700 100
710 70.7092
720 63.4925
730 100
740 83.0601
750 100
760 81.0839
770 100
780 100
790 100
800 100
810 100
820 100
830 100
840 100
850 100
860 100
870 78.20879
880 65.15359
890 85.7513
900 64.5994
910 25.3519
920 18.0022
930 100
940 64.0859
950 100
960 46.9417
970 100
980 22.701
990 100
1000 100
1010 100
1020 85.1634
1030 82.923
1040 100
1050 39.5338
1060 100
1070 100
1080 47.1366
1090 45.3943
1100 63.0162
1110 100
1120 100
1130 52.4492
1140 94.21
1150 100
1160 66.1757
1170 100
1180 100
1190 100
1220 100
1230 100
1240 94.4719
1250 100
1260 100
1270 100
1280 49.3548
1290 43.9081
1300 74.47601
1310 80.3338
1320 100
1330 100
1340 100
1350 100
1360 100
1390 100
1420 100
1430 100
1440 100
1450 100
1460 59.0702
1470 100
1480 100
1490 100
1500 100
1510 100
1520 100
1530 100
1540 100
1550 100
1570 100
1590 79.7716
1610 100
1620 100
1630 100
1640 31.4408
1650 100
1670 100
1680 100
1710 100
1720 100
1730 100
1750 100
1760 100
1780 100
1820 100
1830 100
1850 100
1860 100
1870 100
1880 100
1890 100
1900 100
1910 100
1920 100
1930 100
1940 100
1950 100
1960 100
1970 100
1990 100
2000 55.6355
2020 100
2030 100
2040 100
2050 100
2060 100
2070 100
2080 100
2090 18.2611
2110 100
2120 100
2130 100
2140 100
2150 100
2180 100
2210 100
2220 74.593
2230 100
2240 100
2250 100
2260 100
2300 100
2320 100
2360 100
2380 100
2390 100
2400 100
2410 100
2440 100
2450 100
2460 100
2470 100
2490 100
2520 100
2530 100
2550 100
2560 100
2580 61.146
2590 100
2600 100
2610 100
2650 100
2660 100
2680 100
2690 79.58939
2730 100
2750 100
2760 100
2770 100
2850 100
2900 100
2980 100
3000 100
3010 100
3130 100
3200 100
3220 71.1543
3240 100
3330 100
3350 100
3560 100
3690 100
3780 61.378
3830 100
3840 37.2461
3970 100
4060 100
4170 100
4260 100
4300 100
4350 100
4400 95.7318
4550 56.3842
4870 66.4635
4980 86.9062
5000 100
5070 100
5110 100
5150 100
5250 100
5380 49.8523
5400 100
5410 82.7262
5430 100
5480 100
5560 100
5720 100
5790 100
5860 100
5970 100
6080 100
6210 100
6250 100
6300 100
6330 100
6420 100
6490 100
6600 100
6610 100
7080 100
7130 100
7220 100
7300 100
7560 72.8133
7760 100
7850 100
7920 100
7950 100
8020 100
8320 100
8410 100
8610 100
8750 100
8920 100
8990 100
9270 100
9380 100
9460 100
9680 100
9690 100
9700 100
10020 100
10040 100
11030 100
11090 100
11190 100
11450 100
11950 100
12590 100
13480 100
13610 100
13790 95.0231
13900 100
14020 100
15360 100
16070 100
